"text","label"
"Apple: Facing A Challenge From Google's Android http://t.co/apqD7jWn7B #AAPL","neutral"
"Is Apple a symptom of a tech bubble? Could Apple be overvalued? 700B Reasons for Apple's Valuation: https://t.co/MssFgcQiaF #Apple #AAPL","neutral"
"http://t.co/PzNcxFZ68S""","neutral"
"@Apple retail locations to offer free coding workshops Dec 11th as part of 'The Hour of Code' http://t.co/4YVXawpyjb","neutral"
"Free s/o @apple for this nice iPad","positive"
"RT @bella_bong_: @apple U need to get ur fucking shit together and let me txt while on YouTube","negative"
"Photo: Yaaass. Shoutout to @apple.holidays and to @stevejobs for being amazing! #iPhone #stevejobs... http://t.co/6IObBn59MQ","positive"
"Man the @ESPN3 app on @apple TV is some hot garbage.","negative"
"https://t.co/8CBUgrEHZS""","neutral"
"WoW Facts... http://t.co/9BPay5nh8G""","positive"
"MY TEXTING ISNT WORKING AND @VerizonWireless BLAMES @apple AND APPLE BLAMES VERIZON. SOMEONE FIX THIS. ITS BEEN 36 HOURS OF THIS CRAP.","negative"
"Finally got my iPhone 6! @apple =) Such a relief after using my 4 for months!","positive"
"Not sure who is worse @ATT @Apple vacations or @SovereignBankUS","negative"
"@iamrayuko @Apple because you know you don't want none!","neutral"
"First tweet from my new @apple #iPhone 6 Plus. #newtoy","positive"
"Apple Continues Beefing Up Digital Audio Expertise by Hiring Dana Massie From Audience http://t.co/v4OFDCnz85 #AAPL","neutral"
"Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple","negative"
"I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool","negative"
"http://t.co/7GiTFxqS5j""","neutral"
"I hope no one ever cons me into getting another crappy @apple product again","negative"
"Yay @Apple customer support was super nice and helpful and now my iMessages is verified.","positive"
"WHAT THE ACTUAL FUCK @apple","negative"
"How in the heck isn't there a taco emoji? @apple","neutral"
"My phone is on acid right now @apple fix this","negative"
"@Apple pls let me know when yr sorti out problems wi ipadmini its freezing slow http://t.co/Ou8SsWA6jT","negative"
"@RedXPower @ChristmasCount @Apple but these phones make people fat lol","negative"
"Every new iPhone or update spellcheck suppress my greatness more and more...stop trying to tell me what to type @apple!!!","negative"
"Major News Outlets Seek Permission to Share Steve Jobs' iPod Lawsuit Deposition Video http://t.co/K1o0qEEVZL #AAPL","neutral"
"fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple","negative"
"Ok seriously... When is @apple going to fix iOS 8? I'm still missing music!","negative"
"Who annoys me more @at&amp;t or @apple @SamsungMobileUS  here I come for a galaxy s5","negative"
"ur stuff sucks""","negative"
"RT @shannonmmiller: Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu","positive"
"@radbarakat @Apple aPPLE SUPPORT HAVE A TWITTER I THINK","neutral"
"I'm learning all about Apple iPad mini Smart Cover - Green at @Influenster! @Apple http://t.co/RioO60xsQ1","neutral"
"@Apple's share of UK smartphone sales soared to 39.5% in the 3 months to October thanks to #iPhone6 launch","positive"
"Hey @panerabread how about you teach your people how to use @apple pay?","neutral"
"#Win a #New @Apple @iPad Mini 3 with an @iTunes Gift Card! http://t.co/5pZl2WA9sv","neutral"
"I called Operator @Apple to speak to someone about Corp funding the Frank O Geary baseball stadium in St Pete FL. Shehungup @tim_cook  HELP!","neutral"
"@Macys Why do I have to sign when making an @Apple Pay transaction?","neutral"
"#iOS: A visual history http://t.co/Ymt6E0IeFL (via @verge) @Apple #ipaded #edtech","neutral"
"RT @toricolelli: My phones been charging for an hour but it keeps losing percentage?? Get ur shit together @apple","negative"
"@allandthompson @Apple Let me just go ahead and get this one out of the way: 'U gonna get a VIRUS &amp; ur whole house will explode!'","negative"
"Julian Robertson Still Bullish On Apple Inc. http://t.co/TZR1tF5Gv6 #AAPL","negative"
"'@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a","negative"
"Those** PICK UP THE SLACK YOU FUCK BOYS @Apple","negative"
"Finally got my iPhone 6 in the mail and it comes out of the box with a busted screen.  Thanks @apple","negative"
"@umo_games @Apple ended up getting a new computer anyhow (work computer) Here's how you can switch between vid cards http://t.co/kuISePVc0o","neutral"
"The 19-Year-Old #WizKid Who Turned Down @Apple Has Nabbed Backing From A #Hollywood Star http://t.co/PoqfGOeVSU","neutral"
"http://t.co/eP1ZksHNqJ""","negative"
